"OBJECTTYPE","PROPERTY","DISPMODE","REQUIRED","HIDDEN","MAXVAL","MINVAL","MAXLEN","FORMAT","FORMATDESC","HASDEPENDANT","HASHIDDENDEPENDANT"
"CFProcess.Workflow.Justification","IncomeFromBusiness","READWRITE","0","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.Justification","OtherIncome","READWRITE","0","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.Justification","SpouseOrPartnerIncome","READWRITE","0","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.Justification","ProjectedIncomeLeasedAsset","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.Justification","LivingExpenses","READWRITE","0","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.Justification","LoanAndLeaseRePayment","READWRITE","0","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.CreditBoard","ExposureOnSVRPercentage","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.Justification","CustomerNIC","readwrite","1","0",0,0,10,"^\d{9}(X|V)$","9-Numeric X-LETTER","0",""
"CFProcess.Workflow.Justification","CustomerName","READWRITE","1","0",0,0,250,"","","0",""
"CFProcess.Workflow.Justification","PermanentAddress","READWRITE","1","0",0,0,250,"","","0",""
"CFProcess.Workflow.Justification","FacilityNo","READWRITE","1","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.Justification","VATPercentage","READWRITE","1","0",0,0,"","","","0",""
"CFProcess.Workflow.Justification","SellingPrice","READWRITE","1","0",0,0,16,"^([0-9]{1,3},([0-9]{3},)?[0-9]{3}|[0-9]+)(.[0-9][0-9])?$"," FORMAT- 999999999.99","0",""
"CFProcess.Workflow.Justification","Period","READWRITE","1","0",999,0,3,"","","0",""
"CFProcess.Workflow.CreditBoard","ToRS","READWRITE","1","0",0,0,16,"","","",""
"CFProcess.Workflow.CreditBoard","TotalCommission","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.CreditBoard","IncomeFromEmployment","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","Allowance","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","IncomeFromBusiness","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","SpouseOrPartnerIncome","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","ProjectedIncomeLeasedAsset","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","TotalIncome","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","HouseRent","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","LoanAndLeaseRePayment","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","LivingExpenses","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.CreditBoard","Evaluation","READWRITE","0","0",0,0,10,"","","0",""
"CFProcess.Workflow.CreditBoard","CustomerNIC","READWRITE","1","0",0,0,10,"","","0",""
"CFProcess.Workflow.CreditBoard","CustomerName","READWRITE","1","0",0,0,250,"","","0",""
"CFProcess.Workflow.CreditBoard","PermanentAddress","READWRITE","1","0",0,0,10,"","","0",""
"CFProcess.Workflow.CreditBoard","FacilityNo","READWRITE","1","0",0,0,16,"","","0",""
"IndividualDetails","EPFNO","READWRITE","1","0",0,0,6,"\d{6}","6-NUMERIC","",""
"IndividualDetails","MobileNo1","READWRITE","0","0",0,0,9,"\d{9}","9-NUMERIC","",""
"IndividualDetails","MobileNo2","READWRITE","0","0",0,0,9,"\d{9}","9-NUMERIC","",""
"IndividualDetails","Email","READWRITE","0","0",0,0,50,"^.+@\w+(\.\w+)+$","","",""
"IndividualDetails","MobileNumberForSMSAlerts","READWRITE","0","0",0,0,9,"\d{9}","9-NUMERIC","",""
"IndividualDetails","ClientGrading","READWRITE","0","0",0,0,10,"","","",""
"IndividualDetails","DateOfBirth","READWRITE","1","0",0,0,10,"","","0",""
"IndividualDetails","Age","READWRITE","1","0",0,0,2,"","","0",""
"IndividualDetails","NoOfDependants","READWRITE","0","0",0,0,0,"","","0",""
"CFProcess.Workflow.CreditBoard","VATPercentage","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.CreditBoard","SellingPrice","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","PrePaidRentals","READWRITE","1","0",999,0,3,"","","0",""
"CFProcess.Workflow.HigherApproval","IntrestRate","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","LoanAmount","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","LoanIntrestRate","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","Rental","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","ResidualAmount","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","MarketingOfficer","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","Purpose","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","InsuranceAmt","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","LFOrHPCommission","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","SLCommission","READWRITE","1","0",0,0,0,"","","0",""
"ClubsScoities","ProficientCode","READWRITE","0","0",0,0,0,"","","0",""
"ClubsScoities","PreferedLanguage","READWRITE","0","0",0,0,0,"","","0",""
"ClubsScoities","TaxPayer","READWRITE","0","0",0,0,0,"","","0",""
"ClubsScoities","CRIBClearance","READWRITE","0","0",0,0,0,"","","0",""
"ClubsScoities","BlackListClearance","READWRITE","0","0",0,0,0,"","","0",""
"ClubsScoities","PreviouslyRejected","READWRITE","0","0",0,0,0,"","","0",""
"InvestigationDetails","InvestigationReport","READWRITE","0","0",0,0,"","","","0",""
"InvestigationDetails","InvestigationDoneBy","READWRITE","0","0",0,0,"","","","0",""
"LimitedLiabilityCompany","PartnerType","READWRITE","0","0",0,0,0,"","","0",""
"LimitedLiabilityCompany","ProficientCode","READWRITE","0","0",0,0,0,"","","0",""
"LimitedLiabilityCompany","PreferedLanguage","READWRITE","0","0",0,0,0,"","","0",""
"LimitedLiabilityCompany","TaxPayer","READWRITE","0","0",0,0,0,"","","0",""
"LimitedLiabilityCompany","CRIBClearance","READWRITE","0","0",0,0,0,"","","0",""
"LimitedLiabilityCompany","BlackListClearance","READWRITE","0","0",0,0,0,"","","0",""
"LimitedLiabilityCompany","PreviouslyRejected","READWRITE","0","0",0,0,0,"","","0",""
"TaxStatements","TaxFileNoRefNo","READWRITE","1","0",0,0,0,"","","0",""
"TaxStatements","YearOfAssessment","READWRITE","1","0",0,0,0,"","","0",""
"TaxStatements","AssessableIncome","READWRITE","0","0",0,0,0,"","","0",""
"TaxStatements","AmountOfTaxPaid","READWRITE","0","0",0,0,0,"","","0",""
"CRBookDetails","VehicleNoReferanceNo","READWRITE","1","0",9,0,"","","","0",""
"InvoiceDetails","Make","READWRITE","1","0",20,0,"","","","0",""
"InvoiceDetails","Model","READWRITE","1","0",30,0,"","","","0",""
"InvoiceDetails","CylinderCapacity","READWRITE","1","0",10,0,"","","","0",""
"InvoiceDetails","ChasisNo","READWRITE","1","0",30,0,"","","","0",""
"InvoiceDetails","EngineNo","READWRITE","1","0",30,0,"","","","0",""
"InvoiceDetails","YearManufacture","READWRITE","1","0",10,0,"","","","0",""
"InvoiceDetails","SeatingCapacity","READWRITE","1","0",10,0,"","","","0",""
"InvoiceDetails","Weight","READWRITE","1","0",10,0,"","","","0",""
"InvoiceDetails","Colour","READWRITE","1","0",20,0,"","","","0",""
"InvoiceDetails","VehicleClassification","READWRITE","1","0",50,0,"","","","0",""
"InvoiceDetails","VehicleNoReferanceNo","READWRITE","1","0",9,0,"","","","0",""
"BusinessIncomeDetails","BusinessRegistrationNo","READWRITE","0","0",0,0,15,"","","0",""
"BusinessIncomeDetails","NameOfBusiness","READWRITE","0","0",0,0,150,"","","0",""
"BusinessIncomeDetails","NatureOfBusiness","READWRITE","0","0",0,0,150,"","","0",""
"BusinessIncomeDetails","DurationOfBusiness","READWRITE","0","0",0,0,20,"","","0",""
"BusinessIncomeDetails","IncomeFromBusiness","READWRITE","0","0",0,0,16,"","","0",""
"BusinessIncomeDetails","OtherIncome","READWRITE","0","0",0,0,16,"","","0",""
"BusinessIncomeDetails","TotalIncome","READWRITE","0","0",0,0,16,"","","0",""
"CRBookDetails","Make","READWRITE","1","0",20,0,"","","","0",""
"CRBookDetails","Model","READWRITE","1","0",30,0,"","","","0",""
"CRBookDetails","CylinderCapacity","READWRITE","1","0",10,0,"","","","0",""
"CRBookDetails","ChassisNo","READWRITE","1","0",30,0,"","","","0",""
"CRBookDetails","EngineNo","READWRITE","1","0",30,0,"","","","0",""
"CRBookDetails","FirstRegDate","READWRITE","1","0",10,0,"","","","0",""
"CRBookDetails","YearofManufacture","READWRITE","1","0",10,0,"","","","0",""
"CRBookDetails","SeatingCapacity","READWRITE","0","0",10,0,"","","","0",""
"CRBookDetails","Weight","READWRITE","1","0",10,0,"","","","0",""
"CRBookDetails","Colour","READWRITE","1","0",20,0,"","","","0",""
"CRBookDetails","ClassofVehicle","READWRITE","1","0",50,0,"","","","0",""
"CRBookDetails","FuelType","READWRITE","1","0",20,0,"","","","0",""
"CRBookDetails","CoachOrBodyWork","READWRITE","0","0","","","","","","0",""
"CRBookDetails","GearCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ShaftingCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","GearSelection","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Front","READWRITE","0","0","","","","","","0",""
"CRBookDetails","RearSuspension","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ChassisCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Mechanical","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Paint","READWRITE","0","0","","","","","","0",""
"CRBookDetails","GearBox","READWRITE","0","0","","","","","","0",""
"CRBookDetails","DifferentialCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","SStarter","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Steering","READWRITE","0","0","","","","","","0",""
"CRBookDetails","PowerShutters","READWRITE","0","0","","","","","","0",""
"CRBookDetails","FrontCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Horn","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Alternator","READWRITE","0","0","","","","","","0",""
"CRBookDetails","FootBrakes","READWRITE","0","0","","","","","","0",""
"CRBookDetails","BodyType","READWRITE","0","0","","","","","","0",""
"CRBookDetails","SteeringCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","SuspensionCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Condition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","EquipmentType","READWRITE","0","0","","","","","","0",""
"CRBookDetails","JustLow","READWRITE","0","0","","","","","","0",""
"CRBookDetails","X4WheelDrive","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Paint","READWRITE","0","0","","","","","","0",""
"CRBookDetails","GearBox","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ShaftingCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Meter","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ShaftingCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Condition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Clutch","READWRITE","0","0","","","","","","0",""
"CRBookDetails","DifferentialCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","GearSelection","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Front","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Rear","READWRITE","0","0","","","","","","0",""
"CRBookDetails","SStarter","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Grade","READWRITE","0","0","","","","","","0",""
"CRBookDetails","JustLow","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Clutch","READWRITE","0","0","","","","","","0",""
"CRBookDetails","RearSuspensionCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Meter","READWRITE","0","0","","","","","","0",""
"CRBookDetails","FootBrakesCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","EngineCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ComplianceWithEnvironmentRegulation","READWRITE","0","0","","","","","","0",""
"CRBookDetails","RoofType","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Wiper","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Wiper","READWRITE","0","0","","","","","","0",""
"CRBookDetails","PowerMirrors","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ClutchCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ParkingBrakesCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","InternalTrim","READWRITE","0","0","","","","","","0",""
"CRBookDetails","X4WheelDrive","READWRITE","0","0","","","","","","0",""
"ClubsScoities","PartnerType","READWRITE","0","0",0,0,0,"","","0",""
"CRBookDetails","Lights","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Doors","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Horn","READWRITE","0","0","","","","","","0",""
"CRBookDetails","BodyCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Body","READWRITE","0","0","","","","","","0",""
"CRBookDetails","AirConditioner","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Location","READWRITE","0","0","","","","","","0",""
"CRBookDetails","DateOfInspection","READWRITE","0","0","","","","","","0",""
"CRBookDetails","TimeOfInspection","READWRITE","0","0","","","","","","0",""
"CRBookDetails","PlaceOfInspection","READWRITE","0","0","","","","","","0",""
"CRBookDetails","RegistrationNo","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Lights","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Meter","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Alternator","READWRITE","0","0","","","","","","0",""
"AddressInformation","TypeOfAddress","READWRITE","0","0",0,0,0,"","","0",""
"AddressInformation","PeriodInAddress","READWRITE","0","0",0,0,20,"","","0",""
"AddressInformation","AddressType","READWRITE","0","0",0,0,0,"","","0",""
"BankStatements","BankAccountStatus","READWRITE","1","0",0,0,0,"","","0",""
"AddressInformation","Address1","READWRITE","0","0",0,0,150,"","","0",""
"AddressInformation","Address2","READWRITE","0","0",0,0,150,"","","0",""
"AddressInformation","Address3","READWRITE","0","0",0,0,150,"","","0",""
"AddressInformation","PostalCode","READWRITE","0","0",0,0,10,"","","0",""
"AddressInformation","City","READWRITE","0","0",0,0,100,"","","0",""
"AddressInformation","TPNo1","READWRITE","0","0",0,0,9,"\d{9}","9-NUMBER","0",""
"AddressInformation","TPNo2","READWRITE","0","0",0,0,9,"\d{9}","9-NUMBER","0",""
"AddressInformation","FaxNo1","READWRITE","0","0",0,0,9,"\d{9}","9-NUMBER","0",""
"AddressInformation","FaxNo2","READWRITE","0","0",0,0,9,"\d{9}","9-NUMBER","0",""
"BankStatements","TypeOfAccount","READWRITE","0","0",0,0,0,"","","0",""
"BankStatements","Status","READWRITE","1","0",0,0,0,"","","0",""
"BankStatements","TransactionAccountForCF","READWRITE","1","0",0,0,0,"","","0",""
"BankStatements","CaseID","READWRITE","0","1",0,0,0,"","","0",""
"BankStatements","Bank","READWRITE","1","0",0,0,0,"","","0",""
"Partnership","PartnerType","READWRITE","0","0",0,0,0,"","","0",""
"Partnership","ProficientCode","READWRITE","0","0",0,0,0,"","","0",""
"Partnership","PreferedLanguage","READWRITE","0","0",0,0,0,"","","0",""
"Partnership","TaxPayer","READWRITE","0","0",0,0,0,"","","0",""
"Partnership","CRIBClearance","READWRITE","0","0",0,0,0,"","","0",""
"Partnership","BlackListClearance","READWRITE","0","0",0,0,0,"","","0",""
"Partnership","PreviouslyRejected","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","PartnerType","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","ProficientCode","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","PreferedLanguage","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","TaxPayer","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","CRIBClearance","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","BlackListClearance","READWRITE","0","0",0,0,0,"","","0",""
"SoleProprietors","PreviouslyRejected","READWRITE","0","0",0,0,0,"","","0",""
"CRBookDetails","FootBrakes","READWRITE","0","0","","","","","","0",""
"CRBookDetails","FootBrakesCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ParkingBrakesCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Steering","READWRITE","0","0","","","","","","0",""
"CRBookDetails","SteeringCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ChassisCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","BodyCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","EngineCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ComplianceWithEnvironmentRegulation","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Mechanical","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Body","READWRITE","0","0","","","","","","0",""
"CRBookDetails","BodyCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","EngineCondition","READWRITE","0","0","","","","","","0",""
"CRBookDetails","CoachOrBodyWork","READWRITE","0","0","","","","","","0",""
"CRBookDetails","InternalTrim","READWRITE","0","0","","","","","","0",""
"CRBookDetails","PowerShutters","READWRITE","0","0","","","","","","0",""
"CRBookDetails","PowerMirrors","READWRITE","0","0","","","","","","0",""
"CRBookDetails","AirConditioner","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Doors","READWRITE","0","0","","","","","","0",""
"CRBookDetails","RoofType","READWRITE","0","0","","","","","","0",""
"CRBookDetails","BodyType","READWRITE","0","0","","","","","","0",""
"CRBookDetails","Grade","READWRITE","0","0","","","","","","0",""
"CRBookDetails","ValuationFrom","READWRITE","0","1","","","","","","0",""
"CRBookDetails","ValuationTo","READWRITE","0","1","","","","","","0",""
"CFProcess.Workflow.Justification","EvaluationNumber","READWRITE","0","0",0,0,"","","","0",""
"AssetInformation","Location","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.UserValuation","AmountFinance","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","ExposureOnSVRPercentage","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","ToRS","READWRITE","1","0",0,0,16,"","","",""
"CFProcess.Workflow.HigherApproval","TotalCommission","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","IncomeFromEmployment","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","Allowance","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","IncomeFromBusiness","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","OtherIncome","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","SpouseOrPartnerIncome","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","ProjectedIncomeLeasedAsset","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","TotalIncome","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","HouseRent","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","LoanAndLeaseRePayment","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","LivingExpenses","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","LoanAndLeaseRePayment","READWRITE","0","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","Evaluation","READWRITE","0","0",0,0,10,"","","0",""
"CFProcess.Workflow.HigherApproval","CustomerNIC","READWRITE","1","0",0,0,10,"","","0",""
"CFProcess.Workflow.HigherApproval","CustomerName","READWRITE","1","0",0,0,250,"","","0",""
"CFProcess.Workflow.HigherApproval","PermanentAddress","READWRITE","1","0",0,0,10,"","","0",""
"CFProcess.Workflow.HigherApproval","FacilityNo","READWRITE","1","0",0,0,10,"\d{10}","","0",""
"CFProcess.Workflow.HigherApproval","VATPercentage","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","SellingPrice","READWRITE","1","0",0,0,16,"","","0",""
"CFProcess.Workflow.HigherApproval","Period","READWRITE","1","0",999,0,3,"","","0",""
"CFProcess.Workflow.CreditBoard","SLCommission","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.CreditBoard","TotalCommission","READWRITE","1","0",0,0,0,"","","0",""
"CFDeposit.Workflow.ClarkVerify","ApplicationID","READWRITE","1","0",4,0,4,"","","0",""
"CFDeposit.Workflow.ClarkVerify","ClientType","READWRITE","1","0",4,1,4,"","","0",""
"CFProcess.Workflow.HigherApproval","LoanRental","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.HigherApproval","TotalCommission","READWRITE","1","0",0,0,0,"","","0",""
"CFProcess.Workflow.PaymentMemo","PrePaidRentals","READWRITE","1","0",999,0,3,"","","0",""
"CF.Workflow.Cerificate_Print","DepositAccountNo","READWRITE","1","0","","","","","","",""
"CFDeposit.Workflow.ClarkVerify","DepositSchemeCode","READWRITE","1","0",0,0,20,"","","0",""
"CFDeposit.Workflow.ClarkVerify","DepositPeriod","readonly","1","0",0,0,20,"","","0",""
"CFDeposit.Workflow.ClarkVerify","InterestPayInterval","readonly","1","0",0,0,20,"","","1",""
"CFProcess.Workflow.Justification","LoanVat","readonly","0","0",1000000000,0,"","","","0",""
"CFProcess.Workflow.InitialPayments","VoucherDiscountDeductable","READWRITE","1","0",0,0,10,"","","0",""
"CFProcess.Workflow.InitialPayments","OtherCharges","READWRITE","1","0",999,0,3,"","","0",""
